search_keyword,search_cnt,click_cnt,click_rate
black swan,117,80,0.6838
bolero,266,182,0.6842
멍청이,114,78,0.6842
cinderella,149,102,0.6846
after,111,76,0.6847
pinball,327,224,0.685
외딴섬 로맨틱,378,259,0.6852
죽지 않은 연인에게,108,74,0.6852
thursday,267,183,0.6854
flower,1457,999,0.6857
look at me,175,120,0.6857
lullaby,313,215,0.6869
lover boy,115,79,0.687
소녀에게,144,99,0.6875
easy,356,245,0.6882
kiss,613,422,0.6884
mama,370,255,0.6892
우산 없는 밤,132,91,0.6894
슬픈 혼잣말,715,493,0.6895
스물,116,80,0.6897
stuck,329,227,0.69
oh yeah?,113,78,0.6903
cold,210,145,0.6905
2020,172,119,0.6919
fuy,250,173,0.692
butterflies,224,155,0.692
21세기의 어떤 날,117,81,0.6923
hard to say,104,72,0.6923
새끼손가락 걸고,124,86,0.6935
